sentence_id,sentence,word,label
6,"Moram morgen früh aufstehen, imamo Termin kod doktora.",aufstehen,DE
6,"Moram morgen früh aufstehen, imamo Termin kod doktora.",imamo,BS
6,"Moram morgen früh aufstehen, imamo Termin kod doktora.",Termin,DE
6,"Moram morgen früh aufstehen, imamo Termin kod doktora.",kod,BS
6,"Moram morgen früh aufstehen, imamo Termin kod doktora.",doktora,BS
7,Jesi vidjela gdje sam ostavio Schlüssel?,Jesi,BS
7,Jesi vidjela gdje sam ostavio Schlüssel?,vidjela,BS
7,Jesi vidjela gdje sam ostavio Schlüssel?,gdje,BS
7,Jesi vidjela gdje sam ostavio Schlüssel?,sam,BS
7,Jesi vidjela gdje sam ostavio Schlüssel?,ostavio,BS
7,Jesi vidjela gdje sam ostavio Schlüssel?,Schlüssel,DE
8,"Možeš li poslati Adresse opet, ne mogu naći.",Možeš,BS
8,"Možeš li poslati Adresse opet, ne mogu naći.",li,BS
8,"Možeš li poslati Adresse opet, ne mogu naći.",poslati,BS
8,"Možeš li poslati Adresse opet, ne mogu naći.",Adresse,DE
8,"Možeš li poslati Adresse opet, ne mogu naći.",opet,BS
8,"Možeš li poslati Adresse opet, ne mogu naći.",ne,BS
8,"Možeš li poslati Adresse opet, ne mogu naći.",mogu,BS
8,"Možeš li poslati Adresse opet, ne mogu naći.",naći,BS
9,"Danas sam totalno müde, nisam spavao dobro.",Danas,BS
9,"Danas sam totalno müde, nisam spavao dobro.",sam,BS
9,"Danas sam totalno müde, nisam spavao dobro.",totalno,BS
9,"Danas sam totalno müde, nisam spavao dobro.",müde,DE
9,"Danas sam totalno müde, nisam spavao dobro.",nisam,BS
9,"Danas sam totalno müde, nisam spavao dobro.",spavao,BS
9,"Danas sam totalno müde, nisam spavao dobro.",dobro,BS
10,"[NAME] je poslao Nachricht, kaže da kasni.",[NAME],O
10,"[NAME] je poslao Nachricht, kaže da kasni.",je,BS
10,"[NAME] je poslao Nachricht, kaže da kasni.",poslao,BS
10,"[NAME] je poslao Nachricht, kaže da kasni.",Nachricht,DE
10,"[NAME] je poslao Nachricht, kaže da kasni.",kaže,BS
10,"[NAME] je poslao Nachricht, kaže da kasni.",da,BS
10,"[NAME] je poslao Nachricht, kaže da kasni.",kasni,BS
11,Moram brzo einkaufen prije nego zatvore.,Moram,BS
11,Moram brzo einkaufen prije nego zatvore.,brzo,BS
11,Moram brzo einkaufen prije nego zatvore.,einkaufen,DE
11,Moram brzo einkaufen prije nego zatvore.,prije,BS
11,Moram brzo einkaufen prije nego zatvore.,nego,BS
11,Moram brzo einkaufen prije nego zatvore.,zatvore,BS
12,Jesi li platio Rechnung za struju?,Jesi,BS
12,Jesi li platio Rechnung za struju?,li,BS
12,Jesi li platio Rechnung za struju?,platio,BS
12,Jesi li platio Rechnung za struju?,Rechnung,DE
12,Jesi li platio Rechnung za struju?,za,BS
12,Jesi li platio Rechnung za struju?,struju,BS
13,[NAME] kaže da dolazi sutra aus Deutschland.,[NAME],O
13,[NAME] kaže da dolazi sutra aus Deutschland.,kaže,BS
13,[NAME] kaže da dolazi sutra aus Deutschland.,da,BS
13,[NAME] kaže da dolazi sutra aus Deutschland.,dolazi,BS
13,[NAME] kaže da dolazi sutra aus Deutschland.,sutra,BS
13,[NAME] kaže da dolazi sutra aus Deutschland.,aus,DE
13,[NAME] kaže da dolazi sutra aus Deutschland.,Deutschland,DE
14,Moram završiti ovaj Bericht danas.,Moram,BS
14,Moram završiti ovaj Bericht danas.,završiti,BS
14,Moram završiti ovaj Bericht danas.,ovaj,BS
14,Moram završiti ovaj Bericht danas.,Bericht,DE
14,Moram završiti ovaj Bericht danas.,danas,BS
15,"Ich komme später, Verkehr je katastrofa.",Ich,DE
15,"Ich komme später, Verkehr je katastrofa.",komme,DE
15,"Ich komme später, Verkehr je katastrofa.",später,DE
15,"Ich komme später, Verkehr je katastrofa.",Verkehr,DE
15,"Ich komme später, Verkehr je katastrofa.",je,BS
15,"Ich komme später, Verkehr je katastrofa.",katastrofa,BS
16,Jel možeš poslati Telefonnummer od [NAME]?,Jel,BS
16,Jel možeš poslati Telefonnummer od [NAME]?,možeš,BS
16,Jel možeš poslati Telefonnummer od [NAME]?,poslati,BS
16,Jel možeš poslati Telefonnummer od [NAME]?,Telefonnummer,DE
16,Jel možeš poslati Telefonnummer od [NAME]?,od,BS
16,Jel možeš poslati Telefonnummer od [NAME]?,[NAME],O
17,Danas sam radio Überstunden.,Danas,BS
17,Danas sam radio Überstunden.,sam,BS
17,Danas sam radio Überstunden.,radio,BS
17,Danas sam radio Überstunden.,Überstunden,DE
18,Moram još Email schreiben.,Moram,BS
18,Moram još Email schreiben.,još,BS
18,Moram još Email schreiben.,Email,O
18,Moram još Email schreiben.,schreiben,DE
19,[NAME] je rekao da će donijeti stvari.,[NAME],O
19,[NAME] je rekao da će donijeti stvari.,je,BS
19,[NAME] je rekao da će donijeti stvari.,rekao,BS
19,[NAME] je rekao da će donijeti stvari.,da,BS
19,[NAME] je rekao da će donijeti stvari.,će,BS
19,[NAME] je rekao da će donijeti stvari.,donijeti,BS
19,[NAME] je rekao da će donijeti stvari.,stvari,BS
20,"Ich gehe sada schlafen, baš sam umoran.",Ich,DE
20,"Ich gehe sada schlafen, baš sam umoran.",gehe,DE
20,"Ich gehe sada schlafen, baš sam umoran.",sada,BS
20,"Ich gehe sada schlafen, baš sam umoran.",schlafen,DE
20,"Ich gehe sada schlafen, baš sam umoran.",baš,BS
20,"Ich gehe sada schlafen, baš sam umoran.",sam,BS
20,"Ich gehe sada schlafen, baš sam umoran.",umoran,BS
21,Jesi li vidjela moj Laptop?,Jesi,BS
21,Jesi li vidjela moj Laptop?,li,BS
21,Jesi li vidjela moj Laptop?,vidjela,BS
21,Jesi li vidjela moj Laptop?,moj,BS
21,Jesi li vidjela moj Laptop?,Laptop,O
22,"Moram nešto essen, nisam cijeli dan.",Moram,BS
22,"Moram nešto essen, nisam cijeli dan.",nešto,BS
22,"Moram nešto essen, nisam cijeli dan.",essen,DE
22,"Moram nešto essen, nisam cijeli dan.",nisam,BS
22,"Moram nešto essen, nisam cijeli dan.",cijeli,BS
22,"Moram nešto essen, nisam cijeli dan.",dan,BS
23,Danas je bio baš stressig Tag.,Danas,BS
23,Danas je bio baš stressig Tag.,je,BS
23,Danas je bio baš stressig Tag.,bio,BS
23,Danas je bio baš stressig Tag.,baš,BS
23,Danas je bio baš stressig Tag.,stressig,DE
23,Danas je bio baš stressig Tag.,Tag,DE
24,[NAME] je rekao da je stigao kući.,[NAME],O
24,[NAME] je rekao da je stigao kući.,je,BS
24,[NAME] je rekao da je stigao kući.,rekao,BS
24,[NAME] je rekao da je stigao kući.,da,BS
24,[NAME] je rekao da je stigao kući.,je,BS
24,[NAME] je rekao da je stigao kući.,stigao,BS
24,[NAME] je rekao da je stigao kući.,kući,BS
25,Možeš li poslati Lokaciju opet?,Možeš,BS
25,Možeš li poslati Lokaciju opet?,li,BS
25,Možeš li poslati Lokaciju opet?,poslati,BS
25,Možeš li poslati Lokaciju opet?,Lokaciju,BS
25,Možeš li poslati Lokaciju opet?,opet,BS
26,"Moram brzo gehen, kasnim.",Moram,BS
26,"Moram brzo gehen, kasnim.",brzo,BS
26,"Moram brzo gehen, kasnim.",gehen,DE
26,"Moram brzo gehen, kasnim.",kasnim,BS
27,"Ich komme odmah, samo da završim.",Ich,DE
27,"Ich komme odmah, samo da završim.",komme,DE
27,"Ich komme odmah, samo da završim.",odmah,BS
27,"Ich komme odmah, samo da završim.",samo,BS
27,"Ich komme odmah, samo da završim.",da,BS
27,"Ich komme odmah, samo da završim.",završim,BS
28,Jesi li pričala sa [NAME]?,Jesi,BS
28,Jesi li pričala sa [NAME]?,li,BS
28,Jesi li pričala sa [NAME]?,pričala,BS
28,Jesi li pričala sa [NAME]?,sa,BS
28,Jesi li pričala sa [NAME]?,[NAME],O
29,Danas imam Meeting cijeli dan.,Danas,BS
29,Danas imam Meeting cijeli dan.,imam,BS
29,Danas imam Meeting cijeli dan.,Meeting,O
29,Danas imam Meeting cijeli dan.,cijeli,BS
29,Danas imam Meeting cijeli dan.,dan,BS
30,Moram još telefonieren.,Moram,BS
30,Moram još telefonieren.,još,BS
30,Moram još telefonieren.,telefonieren,DE
31,[NAME] kaže da je sve riješeno.,[NAME],O
31,[NAME] kaže da je sve riješeno.,kaže,BS
31,[NAME] kaže da je sve riješeno.,da,BS
31,[NAME] kaže da je sve riješeno.,je,BS
31,[NAME] kaže da je sve riješeno.,sve,BS
31,[NAME] kaže da je sve riješeno.,riješeno,BS
32,Moram još malo arbeiten.,Moram,BS
32,Moram još malo arbeiten.,još,BS
32,Moram još malo arbeiten.,malo,BS
32,Moram još malo arbeiten.,arbeiten,DE
33,Danas imam viel Arbeit.,Danas,BS
33,Danas imam viel Arbeit.,imam,BS
33,Danas imam viel Arbeit.,viel,DE
33,Danas imam viel Arbeit.,Arbeit,DE
34,Moram brzo fertig sein.,Moram,BS
34,Moram brzo fertig sein.,brzo,BS
34,Moram brzo fertig sein.,fertig,DE
34,Moram brzo fertig sein.,sein,DE
35,Danas imam Termin kod [PLACE].,Danas,BS
35,Danas imam Termin kod [PLACE].,imam,BS
35,Danas imam Termin kod [PLACE].,Termin,DE
35,Danas imam Termin kod [PLACE].,kod,BS
35,Danas imam Termin kod [PLACE].,[PLACE],O
36,Danas sam bio u Büro.,Danas,BS
36,Danas sam bio u Büro.,sam,BS
36,Danas sam bio u Büro.,bio,BS
36,Danas sam bio u Büro.,u,BS
36,Danas sam bio u Büro.,Büro,DE
37,Moram još telefonirati.,Moram,BS
37,Moram još telefonirati.,još,BS
37,Moram još telefonirati.,telefonirati,DE
38,Ich komme za 5 minuta.,Ich,DE
38,Ich komme za 5 minuta.,komme,DE
38,Ich komme za 5 minuta.,za,BS
38,Ich komme za 5 minuta.,5,O
38,Ich komme za 5 minuta.,minuta,BS
39,Jesi li pričala sa [NAME] wegen Termin sutra?,Jesi,BS
39,Jesi li pričala sa [NAME] wegen Termin sutra?,li,BS
39,Jesi li pričala sa [NAME] wegen Termin sutra?,pričala,BS
39,Jesi li pričala sa [NAME] wegen Termin sutra?,sa,BS
39,Jesi li pričala sa [NAME] wegen Termin sutra?,[NAME],O
39,Jesi li pričala sa [NAME] wegen Termin sutra?,wegen,DE
39,Jesi li pričala sa [NAME] wegen Termin sutra?,Termin,DE
39,Jesi li pričala sa [NAME] wegen Termin sutra?,sutra,BS
40,Danas idem u Arbeit malo kasnije.,Danas,BS
40,Danas idem u Arbeit malo kasnije.,idem,BS
40,Danas idem u Arbeit malo kasnije.,u,BS
40,Danas idem u Arbeit malo kasnije.,Arbeit,DE
40,Danas idem u Arbeit malo kasnije.,malo,BS
40,Danas idem u Arbeit malo kasnije.,kasnije,BS
41,"Možeš li nazvati [NAME], ja sam sada beschäftigt.",Možeš,BS
41,"Možeš li nazvati [NAME], ja sam sada beschäftigt.",li,BS
41,"Možeš li nazvati [NAME], ja sam sada beschäftigt.",nazvati,BS
41,"Možeš li nazvati [NAME], ja sam sada beschäftigt.",[NAME],O
41,"Možeš li nazvati [NAME], ja sam sada beschäftigt.",ja,BS
41,"Možeš li nazvati [NAME], ja sam sada beschäftigt.",sam,BS
41,"Možeš li nazvati [NAME], ja sam sada beschäftigt.",sada,BS
41,"Možeš li nazvati [NAME], ja sam sada beschäftigt.",beschäftigt,DE
42,Ich komme kući oko 19h.,Ich,DE
42,Ich komme kući oko 19h.,komme,DE
42,Ich komme kući oko 19h.,kući,BS
42,Ich komme kući oko 19h.,oko,BS
42,Ich komme kući oko 19h.,19h,O
43,Moram još završiti ovaj Bericht prije nego krenem.,Moram,BS
43,Moram još završiti ovaj Bericht prije nego krenem.,još,BS
43,Moram još završiti ovaj Bericht prije nego krenem.,završiti,BS
43,Moram još završiti ovaj Bericht prije nego krenem.,ovaj,BS
43,Moram još završiti ovaj Bericht prije nego krenem.,Bericht,DE
43,Moram još završiti ovaj Bericht prije nego krenem.,prije,BS
43,Moram još završiti ovaj Bericht prije nego krenem.,nego,BS
43,Moram još završiti ovaj Bericht prije nego krenem.,krenem,BS
44,Jesi li vidio gdje je Rechnung od struje?,Jesi,BS
44,Jesi li vidio gdje je Rechnung od struje?,li,BS
44,Jesi li vidio gdje je Rechnung od struje?,vidio,BS
44,Jesi li vidio gdje je Rechnung od struje?,gdje,BS
44,Jesi li vidio gdje je Rechnung od struje?,je,BS
44,Jesi li vidio gdje je Rechnung od struje?,Rechnung,DE
44,Jesi li vidio gdje je Rechnung od struje?,od,BS
44,Jesi li vidio gdje je Rechnung od struje?,struje,BS
45,"Danas sam bio kod Arzt, rekao je da odmorim.",Danas,BS
45,"Danas sam bio kod Arzt, rekao je da odmorim.",sam,BS
45,"Danas sam bio kod Arzt, rekao je da odmorim.",bio,BS
45,"Danas sam bio kod Arzt, rekao je da odmorim.",kod,BS
45,"Danas sam bio kod Arzt, rekao je da odmorim.",Arzt,DE
45,"Danas sam bio kod Arzt, rekao je da odmorim.",rekao,BS
45,"Danas sam bio kod Arzt, rekao je da odmorim.",je,BS
45,"Danas sam bio kod Arzt, rekao je da odmorim.",da,BS
45,"Danas sam bio kod Arzt, rekao je da odmorim.",odmorim,BS
46,Moram još nešto einkaufen.,Moram,BS
46,Moram još nešto einkaufen.,još,BS
46,Moram još nešto einkaufen.,nešto,BS
46,Moram još nešto einkaufen.,einkaufen,DE
47,Moram još malo lernen.,Moram,BS
47,Moram još malo lernen.,još,BS
47,Moram još malo lernen.,malo,BS
47,Moram još malo lernen.,lernen,DE
48,Jesi li provjerila sve dokumente?,Jesi,BS
48,Jesi li provjerila sve dokumente?,li,BS
48,Jesi li provjerila sve dokumente?,provjerila,BS
48,Jesi li provjerila sve dokumente?,sve,BS
48,Jesi li provjerila sve dokumente?,dokumente,DE
49,Moram još telefonirati sa [NAME].,Moram,BS
49,Moram još telefonirati sa [NAME].,još,BS
49,Moram još telefonirati sa [NAME].,telefonirati,DE
49,Moram još telefonirati sa [NAME].,sa,BS
49,Moram još telefonirati sa [NAME].,[NAME],O
50,Ich komme kasnije zbog Verkehr.,Ich,DE
50,Ich komme kasnije zbog Verkehr.,komme,DE
50,Ich komme kasnije zbog Verkehr.,kasnije,BS
50,Ich komme kasnije zbog Verkehr.,zbog,BS
50,Ich komme kasnije zbog Verkehr.,Verkehr,DE
51,"Ne znam jel si vidio mail od Jobcentera, traže još papira.",Ne,BS
51,"Ne znam jel si vidio mail od Jobcentera, traže još papira.",znam,BS
51,"Ne znam jel si vidio mail od Jobcentera, traže još papira.",jel,BS
51,"Ne znam jel si vidio mail od Jobcentera, traže još papira.",si,BS
51,"Ne znam jel si vidio mail od Jobcentera, traže još papira.",vidio,BS
51,"Ne znam jel si vidio mail od Jobcentera, traže još papira.",mail,O
51,"Ne znam jel si vidio mail od Jobcentera, traže još papira.",od,BS
51,"Ne znam jel si vidio mail od Jobcentera, traže još papira.",Jobcentera,DE
51,"Ne znam jel si vidio mail od Jobcentera, traže još papira.",traže,BS
51,"Ne znam jel si vidio mail od Jobcentera, traže još papira.",još,BS
51,"Ne znam jel si vidio mail od Jobcentera, traže još papira.",papira,BS
52,"Morat ćeš ići u Rathaus da to riješiš, drugačije neće ići.",Morat,BS
52,"Morat ćeš ići u Rathaus da to riješiš, drugačije neće ići.",ćeš,BS
52,"Morat ćeš ići u Rathaus da to riješiš, drugačije neće ići.",ići,BS
52,"Morat ćeš ići u Rathaus da to riješiš, drugačije neće ići.",u,BS
52,"Morat ćeš ići u Rathaus da to riješiš, drugačije neće ići.",Rathaus,DE
52,"Morat ćeš ići u Rathaus da to riješiš, drugačije neće ići.",da,BS
52,"Morat ćeš ići u Rathaus da to riješiš, drugačije neće ići.",to,BS
52,"Morat ćeš ići u Rathaus da to riješiš, drugačije neće ići.",riješiš,BS
52,"Morat ćeš ići u Rathaus da to riješiš, drugačije neće ići.",drugačije,BS
52,"Morat ćeš ići u Rathaus da to riješiš, drugačije neće ići.",neće,BS
52,"Morat ćeš ići u Rathaus da to riješiš, drugačije neće ići.",ići,BS
53,Mislim da ti bez Anmeldunga neće ništa završiti.,Mislim,BS
53,Mislim da ti bez Anmeldunga neće ništa završiti.,da,BS
53,Mislim da ti bez Anmeldunga neće ništa završiti.,ti,BS
53,Mislim da ti bez Anmeldunga neće ništa završiti.,bez,BS
53,Mislim da ti bez Anmeldunga neće ništa završiti.,Anmeldunga,DE
53,Mislim da ti bez Anmeldunga neće ništa završiti.,neće,BS
53,Mislim da ti bez Anmeldunga neće ništa završiti.,ništa,BS
53,Mislim da ti bez Anmeldunga neće ništa završiti.,završiti,BS
54,"Ne znam koliko će trajati taj Termin u Ausländerbehörde, znaš kakvi su.",Ne,BS
54,"Ne znam koliko će trajati taj Termin u Ausländerbehörde, znaš kakvi su.",znam,BS
54,"Ne znam koliko će trajati taj Termin u Ausländerbehörde, znaš kakvi su.",koliko,BS
54,"Ne znam koliko će trajati taj Termin u Ausländerbehörde, znaš kakvi su.",će,BS
54,"Ne znam koliko će trajati taj Termin u Ausländerbehörde, znaš kakvi su.",trajati,BS
54,"Ne znam koliko će trajati taj Termin u Ausländerbehörde, znaš kakvi su.",taj,BS
54,"Ne znam koliko će trajati taj Termin u Ausländerbehörde, znaš kakvi su.",Termin,DE
54,"Ne znam koliko će trajati taj Termin u Ausländerbehörde, znaš kakvi su.",u,BS
54,"Ne znam koliko će trajati taj Termin u Ausländerbehörde, znaš kakvi su.",Ausländerbehörde,DE
54,"Ne znam koliko će trajati taj Termin u Ausländerbehörde, znaš kakvi su.",znaš,BS
54,"Ne znam koliko će trajati taj Termin u Ausländerbehörde, znaš kakvi su.",kakvi,BS
54,"Ne znam koliko će trajati taj Termin u Ausländerbehörde, znaš kakvi su.",su,BS
55,Moraš prvo dobiti Bescheinigung prije nego išta dalje radiš.,Moraš,BS
55,Moraš prvo dobiti Bescheinigung prije nego išta dalje radiš.,prvo,BS
55,Moraš prvo dobiti Bescheinigung prije nego išta dalje radiš.,dobiti,BS
55,Moraš prvo dobiti Bescheinigung prije nego išta dalje radiš.,Bescheinigung,DE
55,Moraš prvo dobiti Bescheinigung prije nego išta dalje radiš.,prije,BS
55,Moraš prvo dobiti Bescheinigung prije nego išta dalje radiš.,nego,BS
55,Moraš prvo dobiti Bescheinigung prije nego išta dalje radiš.,išta,BS
55,Moraš prvo dobiti Bescheinigung prije nego išta dalje radiš.,dalje,BS
55,Moraš prvo dobiti Bescheinigung prije nego išta dalje radiš.,radiš,BS
56,"Ako nemaš ugovor o radu, teško da će ti odobriti Aufenthalt.",Ako,BS
56,"Ako nemaš ugovor o radu, teško da će ti odobriti Aufenthalt.",nemaš,BS
56,"Ako nemaš ugovor o radu, teško da će ti odobriti Aufenthalt.",ugovor,BS
56,"Ako nemaš ugovor o radu, teško da će ti odobriti Aufenthalt.",o,BS
56,"Ako nemaš ugovor o radu, teško da će ti odobriti Aufenthalt.",radu,BS
56,"Ako nemaš ugovor o radu, teško da će ti odobriti Aufenthalt.",teško,BS
56,"Ako nemaš ugovor o radu, teško da će ti odobriti Aufenthalt.",da,BS
56,"Ako nemaš ugovor o radu, teško da će ti odobriti Aufenthalt.",će,BS
56,"Ako nemaš ugovor o radu, teško da će ti odobriti Aufenthalt.",ti,BS
56,"Ako nemaš ugovor o radu, teško da će ti odobriti Aufenthalt.",odobriti,BS
56,"Ako nemaš ugovor o radu, teško da će ti odobriti Aufenthalt.",Aufenthalt,DE
57,"Probaj nazvati Bürgeramt, možda ti oni mogu objasniti.",Probaj,BS
57,"Probaj nazvati Bürgeramt, možda ti oni mogu objasniti.",nazvati,BS
57,"Probaj nazvati Bürgeramt, možda ti oni mogu objasniti.",Bürgeramt,DE
57,"Probaj nazvati Bürgeramt, možda ti oni mogu objasniti.",možda,BS
57,"Probaj nazvati Bürgeramt, možda ti oni mogu objasniti.",ti,BS
57,"Probaj nazvati Bürgeramt, možda ti oni mogu objasniti.",oni,BS
57,"Probaj nazvati Bürgeramt, možda ti oni mogu objasniti.",mogu,BS
57,"Probaj nazvati Bürgeramt, možda ti oni mogu objasniti.",objasniti,BS
58,Ne znam jel ti treba još neki Dokument za vizu.,Ne,BS
58,Ne znam jel ti treba još neki Dokument za vizu.,znam,BS
58,Ne znam jel ti treba još neki Dokument za vizu.,jel,BS
58,Ne znam jel ti treba još neki Dokument za vizu.,ti,BS
58,Ne znam jel ti treba još neki Dokument za vizu.,treba,BS
58,Ne znam jel ti treba još neki Dokument za vizu.,još,BS
58,Ne znam jel ti treba još neki Dokument za vizu.,neki,BS
58,Ne znam jel ti treba još neki Dokument za vizu.,Dokument,DE
58,Ne znam jel ti treba još neki Dokument za vizu.,za,BS
58,Ne znam jel ti treba još neki Dokument za vizu.,vizu,BS
59,Kažu da bez Termin bukinga nema šanse da uđeš.,Kažu,BS
59,Kažu da bez Termin bukinga nema šanse da uđeš.,da,BS
59,Kažu da bez Termin bukinga nema šanse da uđeš.,bez,BS
59,Kažu da bez Termin bukinga nema šanse da uđeš.,Termin,DE
59,Kažu da bez Termin bukinga nema šanse da uđeš.,bukinga,O
59,Kažu da bez Termin bukinga nema šanse da uđeš.,nema,BS
59,Kažu da bez Termin bukinga nema šanse da uđeš.,šanse,BS
59,Kažu da bez Termin bukinga nema šanse da uđeš.,da,BS
59,Kažu da bez Termin bukinga nema šanse da uđeš.,uđeš,BS
60,Moraš čekati da ti pošalju potvrdu za Anmeldung.,Moraš,BS
60,Moraš čekati da ti pošalju potvrdu za Anmeldung.,čekati,BS
60,Moraš čekati da ti pošalju potvrdu za Anmeldung.,da,BS
60,Moraš čekati da ti pošalju potvrdu za Anmeldung.,ti,BS
60,Moraš čekati da ti pošalju potvrdu za Anmeldung.,pošalju,BS
60,Moraš čekati da ti pošalju potvrdu za Anmeldung.,potvrdu,BS
60,Moraš čekati da ti pošalju potvrdu za Anmeldung.,za,BS
60,Moraš čekati da ti pošalju potvrdu za Anmeldung.,Anmeldung,DE
61,"Ako si predao Antrag, onda samo čekaj odgovor.",Ako,BS
61,"Ako si predao Antrag, onda samo čekaj odgovor.",si,BS
61,"Ako si predao Antrag, onda samo čekaj odgovor.",predao,BS
61,"Ako si predao Antrag, onda samo čekaj odgovor.",Antrag,DE
61,"Ako si predao Antrag, onda samo čekaj odgovor.",onda,BS
61,"Ako si predao Antrag, onda samo čekaj odgovor.",samo,BS
